"ID องค์ประกอบวิดีโอ","ID วิดีโอสากล","ID เพจ",ชื่อเพจ,ชื่อ,"ระยะเวลา (วินาที)",เวลาที่เผยแพร่,ป้ายกำกับแบบกำหนดเอง,ความคิดเห็นเกี่ยวกับข้อมูล,วันที่,อิมเพรสชั่น,การเข้าถึง,"การรับชมวิดีโอนาน 3 วินาที","การรับชมวิดีโอนาน 1 นาที",จำนวนวินาทีที่รับชม,จำนวนวินาทีที่รับชมโดยเฉลี่ย,"ผู้ที่รับชมนาน 3 วินาที","ผู้ที่รับชมนาน 1 นาที","ความรู้สึก ความคิดเห็น และการแชร์",ความรู้สึก,ความคิดเห็น,การแชร์,"รายได้โดยประมาณ (ดอลลาร์สหรัฐ)","CPM โฆษณา (ดอลลาร์สหรัฐ)",อิมเพรสชั่นโฆษณา,"การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (M, 18-24)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (M, 25-34)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (F, 18-24)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (M, 35-44)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (F, 25-34)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (F, 35-44)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (M, 55-64)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (F, 45-54)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (M, 65+)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (M, 45-54)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (F, 65+)","การรับชมโดยกลุ่มเป้าหมายอันดับสูงสุด (F, 55-64)","การรับชมตามประเทศ (Thailand (TH))","การรับชมตามประเทศ (Canada (CA))","การรับชมตามประเทศ (Nepal (NP))","การรับชมตามประเทศ (United States (US))","การรับชมตามประเทศ (United Kingdom (GB))","การรับชมตามประเทศ (Australia (AU))","การรับชมตามประเทศ (Bangladesh (BD))","การรับชมตามประเทศ (Japan (JP))","การรับชมตามประเทศ (Malaysia (MY))","การรับชมตามประเทศ (Taiwan (TW))","การรับชมตามประเทศ (South Korea (KR))","การรับชมตามประเทศ (Cambodia (KH))","การรับชมตามประเทศ (Myanmar (MM))","การรับชมตามประเทศ (Morocco (MA))","การรับชมตามประเทศ (India (IN))","การรับชมตามประเทศ (Vietnam (VN))","การรับชมตามประเทศ (Slovakia (SK))","การรับชมตามประเทศ (Italy (IT))","การรับชมตามประเทศ (Ethiopia (ET))"
746574347578693,,286920362008145,"CPE GAMES","[LIVE] การแข่งขัน CPE Games 2024 RoV วันที่ 26 กุมภาพันธ์ 2567",8861,"02/26/2024 03:59",,,อายุการใช้งาน,501,393,209,54,84258.635,147.305,149,34,22,16,6,0,0,0,0,110,35,31,11,10,1,8,,,2,,,209,,,,,,,,,,,,,,,,
709636614701574,,286920362008145,"CPE GAMES","CPE Games [LoL 15/02/2024]",7027,"02/15/2024 05:31",,,อายุการใช้งาน,695,478,276,69,73947.249,101.996,185,42,13,6,5,2,0,0,0,157,51,26,21,7,,9,1,3,1,,,272,,,1,,,,1,,,,,,,,1,1
933104048186367,,286920362008145,"CPE GAMES","การแข่งขัน CPE Games 2024 OW2 วันที่ 14 กุมภาพันธ์ 2567",1772,"02/14/2024 06:34",,,อายุการใช้งาน,565,379,194,33,10706.47,17.476,137,28,4,0,3,1,0,0,0,110,30,21,17,5,1,6,1,1,1,1,,194,,,,,,,,,,,,,,,,
7389170804479819,,286920362008145,"CPE GAMES","[LIVE] การแข่งขัน CPE Games 2024 Valorant วันที่ 13 กุมภาพันธ์ 2567",7130,"02/13/2024 03:49",,,อายุการใช้งาน,606,429,366,114,97095.044,127.087,211,57,24,6,18,0,0,0,0,170,122,36,17,10,1,6,1,2,1,,,364,,,,1,,,1,,,,,,,,,
2154184401594936,,286920362008145,"CPE GAMES","การแข่งขัน CPE Games 2024 RoV วันที่ 12 กุมภาพันธ์ 2567",1847,"02/12/2024 05:12",,,อายุการใช้งาน,464,316,197,52,24520.305,46.439,133,37,3,2,1,0,0,0,0,105,27,31,17,6,,9,1,,1,,,196,,,,,,,1,,,,,,,,,
1296827917618449,,286920362008145,"CPE GAMES","การแข่งขัน CPE Games 2024 LoL วันที่ 9 กุมภาพันธ์ 2567",15289,"02/09/2024 03:54",,,อายุการใช้งาน,1071,695,728,194,189618.695,120.704,363,95,50,20,24,6,0,0,0,366,172,90,32,36,2,11,5,5,8,,,721,,,1,,,,2,1,1,1,1,,,,,
352558767618320,,286920362008145,"CPE GAMES","การแข่งขัน CPE Games 2024 LoL วันที่ 8 กุมภาพันธ์ 2567",10887,"02/08/2024 04:53",,,อายุการใช้งาน,1028,696,612,194,211081.175,161.872,328,103,61,26,31,4,0,0,0,328,146,57,31,23,3,3,3,3,4,2,,609,,,1,1,,,1,,,,,,,,,
1066125471266504,,286920362008145,"CPE GAMES","การแข่งขัน CPE Games 2024 OW2 วันที่ 7 กุมภาพันธ์ 2567",4136,"02/07/2024 05:56",,,อายุการใช้งาน,762,527,376,37,23450.687,25.107,269,27,10,5,4,1,0,0,0,189,78,50,27,18,1,3,6,,3,,,374,,,,1,,,1,,,,,,,,,
1644857143002880,,286920362008145,"CPE GAMES","การแข่งขัน CPE Games 2024 OW2 วันที่ 7 กุมภาพันธ์ 2567",3393,"02/07/2024 04:36",,,อายุการใช้งาน,552,377,291,37,10584.325,13.517,199,25,7,3,2,2,0,0,0,176,53,27,19,12,,,1,2,,,,285,,,,1,,,2,,1,,,,1,1,,
2126892797650211,,286920362008145,"CPE GAMES","[LIVE] การแข่งขัน CPE Games 2024 Valorant วันที่ 6 กุมภาพันธ์ 2567",13287,"02/06/2024 04:00",,,อายุการใช้งาน,941,628,733,273,246825.483,173.943,343,123,40,15,24,1,0,0,0,382,183,83,39,28,6,5,2,2,1,1,,727,1,1,1,1,1,1,,,,,,,,,,
1984859585242074,,104383614782642,"CPE E-Sport Club","การแข่งขัน CPE Games 2024 OW2 วันที่ 27 กุมภาพันธ์ 2567",5439,"02/27/2024 06:03",,,อายุการใช้งาน,194,158,105,17,8763.894,34.639,69,12,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920791013033064,,104383614782642,"CPE E-Sport Club","การแข่งขัน CPE Games 2024 OW2 วันที่ 27 กุมภาพันธ์ 2567",3331,"02/27/2024 04:39",,,อายุการใช้งาน,54,48,36,13,6575.242,92.609,24,10,4,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335493739464633,,104383614782642,"CPE E-Sport Club","[LIVE] การแข่งขัน CPE Games 2024 Valorant วันที่ 8 มีนาคม 2567",5162,"03/08/2024 06:19",,,อายุการใช้งาน,159,132,134,50,37355.339,167.512,77,26,17,6,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778145804217604,,104383614782642,"CPE E-Sport Club","[LIVE] การแข่งขัน CPE Games 2024 Valorant วันที่ 8 มีนาคม 2567",3390,"03/08/2024 05:24",,,อายุการใช้งาน,156,131,130,40,18669.174,78.113,83,30,7,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425332389949437,,104383614782642,"CPE E-Sport Club","การแข่ง CPE GAME 2024 : Blazing 8s",6505,"03/06/2024 04:01",,,อายุการใช้งาน,159,133,89,6,3146.823,13.221,67,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918463910001721,,104383614782642,"CPE E-Sport Club","การแข่งขัน CPE Games 2024 TFT รอบ Final วันที่ 4 มีนาคม 2567",11307,"03/04/2024 03:58",,,อายุการใช้งาน,552,474,264,40,36719.143,61.403,176,25,24,7,16,1,0,0,0,90,92,13,9,37,3,3,6,3,1,1,5,260,,,1,,1,,1,,,,,,,,,,1,
1098222384846928,,104383614782642,"CPE E-Sport Club","[LIVE] การแข่งขัน CPE Games 2024 Valorant วันที่ 1 มีนาคม 2567",10168,"03/01/2024 05:07",,,อายุการใช้งาน,367,307,320,151,169317.226,309.537,143,65,117,11,105,1,0,0,0,169,62,39,7,21,1,15,3,,2,,1,319,,,,,,,,,,,,,,,,,,1
2428941697305865,,104383614782642,"CPE E-Sport Club","การแข่งขัน CPE Games 2024 OW2 วันที่ 28 กุมภาพันธ์ 2567",6473,"02/28/2024 05:58",,,อายุการใช้งาน,208,164,87,8,5337,22.905,63,6,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368680056089069,,104383614782642,"CPE E-Sport Club","[LIVE] การแข่งขัน CPE Games 2024 Goose Goose Duck วันที่ 28 กุมภาพันธ์ 2567",8724,"02/28/2024 04:36",,,อายุการใช้งาน,164,133,71,19,22301.641,100.007,53,12,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653269351494248,,104383614782642,"CPE E-Sport Club","การแข่งขัน CPE Games 2024 OW2 วันที่ 28 กุมภาพันธ์ 2567",3854,"02/28/2024 04:34",,,อายุการใช้งาน,166,137,80,11,6375.883,30.95,62,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
